"Kinds","company","product","price","brief","newest time","oldest time","if Kontakt"
"Equalizers & Filters","Waves","Cobalt Saphira","$47.64","Advanced harmonics shaping tool","no reviews","no reviews","0"
"Equalizers & Filters","Maag Audio","EQ-4","$229.00","6 Band equalizer with AIR BAND","no reviews","no reviews","0"
"Equalizers & Filters","Slate Digital","Custom Series Bundle","$149.00","Two EQ modules for the Virtual Mix Rack (VMR)","no reviews","no reviews","0"
"Equalizers & Filters","Waves","API 560","$28.78","10-Band graphic equalizer, modeled vintage EQ plugin","no reviews","no reviews","0"
"Equalizers & Filters","Softube","Abbey Road Studios Brilliance Pack","$88.33","highly specialized Equalizer tool","no reviews","no reviews","0"
"Equalizers & Filters","Tone2","FilterBank3","$69.00","Filter, synthesizer & a flexible multi-effect unit!","no reviews","no reviews","0"
"Equalizers & Filters","Tone2","BiFilter2","$35.00","High-end quality stereo filter module for today’s musicians","no reviews","no reviews","0"
"Equalizers & Filters","Softube","Tube-Tech PE 1C","$87.33","The virtual copy an exact copy! Legendary sound!","no reviews","no reviews","0"
"Equalizers & Filters","Softube","Summit EQF-100","$107.18","Virtual version of the Tube EQ EQF-100","no reviews","no reviews","0"
"Equalizers & Filters","Softube","Tube-Tech ME 1B","$66.49","The virtual version of the ME 1B Midrange Equalizer!","no reviews","no reviews","0"
"Equalizers & Filters","Softube","Passive-Active Pack","$66.49","Compilation of three very different equalizers!","no reviews","no reviews","0"
"Equalizers & Filters","Softube","4ms Spectral Multiband Resonator (SMR)","$36.72","SOFTUBE 4ms Spectral Multiband Resonator (SMR)","no reviews","no reviews","0"
"Equalizers & Filters","Softube","Trident A-Range","$107.18","The legendary Trident A-Range equalizer!","no reviews","no reviews","0"
"Equalizers & Filters","Softube","Tonelux Tilt","$43.67","The ""one-knob"" EQ, high and low pass filters, and lots more!","no reviews","no reviews","0"
"Equalizers & Filters","McDSP","Channel G Compact","$69.00","Same Experience as Channel G with a smaller DSP Footprint","no reviews","no reviews","0"
"Mastering Tools","Flux","Alchemist","$559.00","Multi Band Dynamic Processor for Mastering & Re-Mastering","no reviews","no reviews","0"
"Mastering Tools","Flux","Solera","$239.00","Single Band Dynamics Processor for Mastering applications","no reviews","no reviews","0"
"Mastering Tools","Flux","Pure Limiter","$119.00","Transparent Dynamics Control","no reviews","no reviews","0"
"Mastering Tools","Flux","Mastering Pack","$559.00","High-end plug-ins for audio mastering","no reviews","no reviews","0"
"Mastering Tools","iZotope","Ozone 8 Advanced","$386.06","Twelve essential mastering processors","no reviews","no reviews","0"
"Mastering Tools","iZotope","Ozone 8","$183.60","Seven essential mastering processors","no reviews","no reviews","0"
"Mastering Tools","Audified","MixChecker","$134.00","Ultimate Mixing Assistent","2017","2016","0"
"Mastering Tools","U-HE","Satin","$129.00","Tape Simulation Plug-in & Tape Delay","no reviews","no reviews","0"
"Mastering Tools","Waves","Abbey Road Vinyl","$67.49","Add authentic vintage Vinyl Sound to your tracks","no reviews","no reviews","0"
"Mastering Tools","Sample Magic","Magic AB","$65.00","Simple and powerful reference tool","no reviews","no reviews","0"
"Mastering Tools","Heavyocity","PUNISH","$199.20","Inject character and edge into any mix","no reviews","no reviews","0"
"Mastering Tools","iZotope","Neutrino","$0.00","Free Spectral Shaping plug-in","no reviews","no reviews","0"
"Mastering Tools","McDSP","ML8000","$79.00","Next generation of limiter technology","no reviews","no reviews","0"
"Mastering Tools","Zynaptiq","Unmix::Drums","$187.57","Boost or attenuate drums in mixed music","no reviews","no reviews","0"
"Mastering Tools","Zynaptiq","Unchirp","$395.98","Codec artifact removal & transient retrieval","no reviews","no reviews","0"
"Mastering Tools","Softube","Drawmer 1973","$133.98","Three Band FET compressor","no reviews","no reviews","0"
"Mastering Tools","Softube","Drawmer S73","$53.59","Multi-Band Compression For Your Mix","no reviews","no reviews","0"
"Mastering Tools","Waves","NX - Virtual Mix Room","$48.63","Turns your headphones into a Mixing & Monitoring Tool","no reviews","no reviews","0"
"Mastering Tools","Brainworx","bx_control V2","$137.95","Control Listening Tool & M/S Matrix","no reviews","no reviews","0"
"Mastering Tools","Brainworx","bx_limiter","$158.79","A simple but effective low latency limiter","no reviews","no reviews","0"
"Mastering Tools","Brainworx","bx_refinement","$197.49","Tube-like Analog Mastering Chain Tone for your DAW","no reviews","no reviews","0"
"Mastering Tools","Brainworx","bx_meter","$98.25","Provides a detailed look at your Audio Signal","no reviews","no reviews","0"
"Mastering Tools","iZotope","Insight","$88.33","Metering Suite for Post Production and Broadcast","no reviews","no reviews","0"
"Mastering Tools","McDSP","MC2000","$49.00","3 High-end Multi-band Compressor Plug-ins","no reviews","no reviews","0"
"Mastering Tools","McDSP","ML4000","$99.00","High-resolution Limiter and Multi-band Dynamics Processor","no reviews","no reviews","0"
"Mastering Tools","McDSP","4040 Retro Limiter","$29.00","Limiter with unique original Algorithms & Vintage Sound","no reviews","no reviews","0"
"Mastering Tools","Brainworx","bx_digital V3","$177.65","State-of-the-art Digital Mastering Processor","no reviews","no reviews","0"
"Mastering Tools","Brainworx","bx_XL V2","$326.51","M/S Mastering Limiter with a low latency","no reviews","no reviews","0"
"Mastering Tools","Brainworx","bx_hybrid V2","$197.49","Sound of Analog Filters combined with digital features","no reviews","no reviews","0"
"Mastering Tools","Elysia","museq","$247.12","Digital version of a very Flexible and Musical Sounding EQ","no reviews","no reviews","0"
"Mastering Tools","Elysia","alpha compressor","$296.74","Software reincarnation of the famous Mastering Compressor","no reviews","no reviews","0"
"Mastering Tools","Flux","IRCAM Spat V3","$999.00","Multiformat Room Acoustics Simulation & Localization","no reviews","no reviews","0"
"Mastering Tools","Waves","MaxxBass","$47.64","bass enhancement plug-in","no reviews","no reviews","0"
"Mastering Tools","Waves","Vitamin","$27.79","multiband harmonic enhancer","no reviews","no reviews","0"
"Mastering Tools","Flux","Pure Analyzer Metering","$159.00","Software-based real-time analyzer","no reviews","no reviews","0"
"Mastering Tools","Waves","Grand Masters Collection","$386.06","Complete set of precision mastering software processors","no reviews","no reviews","0"
"Mastering Tools","Waves","L3 Multimaximizer","$38.71","Auto-summing Multi-Band Limiter","no reviews","no reviews","0"
"Mastering Tools","Waves","L3-16 Multimaximizer","$94.28","16 band peak Limiter and Multimaximizer","no reviews","no reviews","0"
"Mastering Tools","Waves","WLM Plus Loudness Meter","$27.79","Multi-format loudness metering software solution","no reviews","no reviews","0"
"Mastering Tools","Waves","SSL G-Master","$27.79","Buss Compressor, perfect for tightening up final mixes","no reviews","no reviews","0"
"Mastering Tools","IK-Multimedia","T-Racks 5 DeLuxe","$296.74","22 Processors for Mix and Mastering","no reviews","no reviews","0"
"Mastering Tools","IK-Multimedia","T-Racks 5","$147.87","9 Processors for Mix and Mastering","no reviews","no reviews","0"
"Mastering Tools","iZotope","Ozone Elements","$26.80","Preset-based Mastering Plug-in","no reviews","no reviews","0"
"Mastering Tools","Eventide","Elevate","$197.49","Mastering Limiter with Brain","no reviews","no reviews","0"
"Mastering Tools","iZotope","Ozone Imager","$0.00","Free stereo imaging plug-in","no reviews","no reviews","0"
"Mastering Tools","iZotope","RX Elements","$26.80","Budget-friendly audio repair tool","no reviews","no reviews","0"
"Mastering Tools","Pro Audio DSP","DSM V2","$326.51","Prismatic Compressor & Mastering Limiter","no reviews","no reviews","0"
"Mastering Tools","FabFilter","Pro-L2","$187.57","Feature-packed Limiter Plug-in for Mastering and Mixing","no reviews","no reviews","0"
"Mastering Tools","IK-Multimedia","Lurssen Mastering","$187.57","Standalone Mastering Console","no reviews","no reviews","0"
"Mastering Tools","Waves","Center","$47.64","Ideal Plug-in for final Mixes and Mastering","no reviews","no reviews","0"
"Mastering Tools","iZotope","RX PlugIn Pack","$48.63","Four essential Tools for Audio Repair","no reviews","no reviews","0"
"Mastering Tools","iZotope","RX Post Production Suite 2","$882.28","The new POST PRO standard!","no reviews","no reviews","0"
"Mastering Tools","iZotope","RX Final Mix","$197.49","Mastering Plug-In - and every sound is in its place","no reviews","no reviews","0"
"Mastering Tools","Waves","S-1 Stereo Imager","$47.64","Psycho-acoustic spatial imaging processor","no reviews","no reviews","0"
"Mastering Tools","Waves","Aphex Vintage Aural Exciter","$57.56","Aphex Vintage Aural Exciter® emulation","no reviews","no reviews","0"
"Mastering Tools","Waves","PAZ","$27.79","Realtime visual Analyzer","no reviews","no reviews","0"
"Mastering Tools","Waves","Masters Bundle","$133.98","Three state-of-the-art mastering plugins","no reviews","no reviews","0"
"Mastering Tools","Tone2","AkustiX Enhancer","$69.00","One-click solution for mixing & mastering incl. six effects!","no reviews","no reviews","0"
"Mastering Tools","Waves","Eddie Kramer Master Tape","$27.79","Realistic simulation of a 1/4"" tape machine","no reviews","no reviews","0"
"Mastering Tools","Flux","Pure Analyzer Essential","$319.00","Software-based real-time analyzer, expandable!","no reviews","no reviews","0"
"Mastering Tools","iZotope","Ozone 8 Advanced Update Adv.","$133.98","Ozone 8 Advanced Update from Ozone Advanced","no reviews","no reviews","0"
"Mastering Tools","iZotope","Ozone 8 Advanced Upgrade Std.","$173.68","Ozone 8 Advanced Upgrade from Ozone Standard","no reviews","no reviews","0"
"Mastering Tools","iZotope","Ozone 8 Advanced Upgrade Elements","$276.89","Ozone 8 Advanced Upgrade from Ozone Elements","no reviews","no reviews","0"
"Mastering Tools","iZotope","Ozone 8 Update Ozone Std.","$98.25","Ozone 8 Update from Ozone Standard","no reviews","no reviews","0"
"Mastering Tools","iZotope","Ozone 8 Upgrade Ozone Elements","$133.98","Ozone 8 Upgrade from Ozone Elements","no reviews","no reviews","0"
"Mastering Tools","iZotope","RX Post Production Suite 2 Upgrade","$485.30","Upgrade for registered RX Owner","no reviews","no reviews","0"
"Mastering Tools","Waves","InPhase","$27.79","ultimate phase correction plugin","no reviews","no reviews","0"
"Mastering Tools","Waves","J37 Tape","$66.49","Abbey Road J37 tape emulation plugin","no reviews","no reviews","0"
"Mastering Tools","Toontrack","EZmix-Pack Mastering II","$34.74","EZmix-Pack Mastering II - Expansion for EZmix2","no reviews","no reviews","0"
"Mastering Tools","Waves","Eddie Kramer Tape, Tubes & Transistors","$87.33","Vintage plugin collection","no reviews","no reviews","0"
"Mastering Tools","Waves","Dorrough Meters Stereo","$27.79","Precision loudness monitoring","no reviews","no reviews","0"
"Mastering Tools","Toontrack","EZmix-Pack Mastering","$34.74","Mastering Expansion Pack for EZmix2","no reviews","no reviews","0"
"Mastering Tools","Softube","Tape - Simulation","$75.43","SOFTUBE Tape –  realistic analog tape plug-in","no reviews","no reviews","0"
"Mastering Tools","Slate Digital","VTM - Virtual Tape Machines","$149.00","Virtual tape device with all the nuances of the real one!","no reviews","no reviews","0"
"Mastering Tools","Slate Digital","VCC - Virtual Console Collection","$149.00","Virtual modeled sound of analog consoles in your DAW!","no reviews","no reviews","0"
"Mastering Tools","Slate Digital","FG-X - Virtual Mastering Processor","$99.00","World class mastering solution with unique ITP process","no reviews","no reviews","0"
"Mastering Tools","Waves","NLS - Non Linear Summer","$48.63","Three legendary consoles – in one powerful plugin","no reviews","no reviews","0"
"Mastering Tools","Waves","L2 Ultramaximizer","$27.79","For mixing, mastering, and more ...","no reviews","no reviews","0"
"Mastering Tools","iZotope","RX 6 Upgrade","$175.66","RX 6 Upgrade / Crossgrade from RX, PlugInPack, Elements, etc","no reviews","no reviews","0"
"Guitar FX","Audified","Pedals","$44.00","A complete set of 36 effects for guitar, bass or vocals","no reviews","no reviews","0"
"Guitar FX","Audified","Live Guitar and Bass Bundle","$134.00","A special Set of applications and Plug-ins","no reviews","no reviews","0"
"Guitar FX","Audified","GK Amplification Pro","$71.00","Bass Amp Simulator based on Gallien-Krueger Hardware","no reviews","no reviews","0"
"Guitar FX","Audified","AmpLion Pro","$89.00","Amp simulator by Audified","no reviews","no reviews","0"
"Guitar FX","Toontrack","EZmix 2 Metal Guitar Gods Kit","$128.02","EZmix 2 plus 150 Guitar and Bass tones, tailored for metal.","no reviews","no reviews","0"
"Guitar FX","Toontrack","EZmix-Pack Big Rock","$34.74","50 Guitar tones, inspired by the past 40 years of Rock","no reviews","no reviews","0"
"Guitar FX","IK-Multimedia","AmpliTube 4 Deluxe","$157.80","Hyper realistic tone with over 116 pieces of gear","no reviews","no reviews","0"
"Guitar FX","Toontrack","EZmix-Pack JamTrack Amps","$34.74","Collection of Guitar Tones for EZmix 2","no reviews","no reviews","0"
"Guitar FX","Toontrack","EZmix-Pack Indie Guitars","$34.74","50 unique settings based on amp and cab modulation for EZmix","no reviews","no reviews","0"
"Guitar FX","Softube","Amp Room Bundle","$299.00","3 Amp Room Softube products","no reviews","no reviews","0"
"Guitar FX","Softube","Vintage Amp Room","$107.18","Emulates three great guitar amps, mics & room!","no reviews","no reviews","0"
"Guitar FX","Toontrack","EZmix-Pack Blues Guitars","$34.74","50 Amps – tailored for Electric Blues Guitar","no reviews","no reviews","0"
"Guitar FX","Brainworx","bx_megasingle","$147.87","Faithful reproduction of a Mesa Boogie Single Rectifier","no reviews","no reviews","0"
"Guitar FX","Chandler Limited","GAV19T","$147.87","Faithful emulation of a great sounding Amp","no reviews","no reviews","0"
"Guitar FX","ENGL","E646 VS","$147.87","Crystal Cleans to High Gain Insanity","no reviews","no reviews","0"
"Guitar FX","Brainworx","bx_megadual","$149.00","Reproduction of the legendary Dual Rectifier","no reviews","no reviews","0"
"Guitar FX","Brainworx","bx_tuner","$19.00","Latency-free Tuner Plugin","no reviews","no reviews","0"
"Guitar FX","Toontrack","EZmix-Pack Metal Guitar Gods 4","$34.74","Personal tones of four top metal players","no reviews","no reviews","0"
"Guitar FX","Waves","CLA Guitars","$37.71","All-in-one Multi-effect Guitar Plugin","no reviews","no reviews","0"
"Guitar FX","IK-Multimedia","AmpliTube MAX Bundle","$445.60","Over 300 Pieces of Gear","no reviews","no reviews","0"
"Guitar FX","IK-Multimedia","Amplitube 4.0","$84.36","The World’s most powerful Guitar and Bass Tone Studio","no reviews","no reviews","0"
"Guitar FX","Brainworx","bx_bassdude","$147.87","THE Plugin version of the Amp That Started it All","no reviews","no reviews","0"
"Guitar FX","Brainworx","bx_bluechorus2","$48.63","Classic Blue Chorus Pedal Sound in Plugin Form","no reviews","no reviews","0"
"Guitar FX","Brainworx","bx_distorange","$48.63","THAT Distortion Tone in a Plugin","no reviews","no reviews","0"
"Guitar FX","Brainworx","bx_greenscreamer","$48.63","The famous Screaming Tube Pedal in Plugin form","no reviews","no reviews","0"
"Guitar FX","Brainworx","bx_yellowdrive","$48.63","Classic Yellow Overdrive Tone in a Plugin","no reviews","no reviews","0"
"Guitar FX","Toontrack","EZmix-Pack Classic Amps","$34.74","EZmix-Pack Classic Amps - Expansion for EZmix2","no reviews","no reviews","0"
"Guitar FX","Softube","Metal Amp Room","$53.59","Get the most brutal and aggressive sound!","no reviews","no reviews","0"
"Guitar FX","Toontrack","EZmix-Pack Metal Guitar Gods 3","$34.74","50 Guitar/Bass Settings based on Amp and Cab Simulations","no reviews","no reviews","0"
"Guitar FX","Toontrack","EZmix-Pack Metal Guitar Gods 2","$34.74","EZmix 2 Amp & Speaker Emulation for Guitars and Bass","no reviews","no reviews","0"
"Guitar FX","Toontrack","EZmix-Pack Bass Toolbox","$34.74","Wide variety of mix presets for the bass guitar","no reviews","no reviews","0"
"Guitar FX","Toontrack","EZmix-Pack Metal Amps","$34.74","Metal Amps - EZmix Pack for EZmix 2","no reviews","no reviews","0"
"Guitar FX","Softube","Acoustic Feedback","$43.67","Realistic simulation (physical modeling) of guitar feedback!","no reviews","no reviews","0"
"Guitar FX","Toontrack","EZmix-Pack Amps","$34.74","Amps EZmix Pack - Expansion Pack for EZmix2","no reviews","no reviews","0"
"Guitar FX","Toontrack","EZmix-Pack Metal Guitar Gods","$34.74","Metal style extension for EZmix 2","no reviews","no reviews","0"
"Guitar FX","Softube","Bass Amp Room","$53.59","Bass amp, including cabinet & mic emulation!","no reviews","no reviews","0"
"Pitch & Time","Celemony","Melodyne Studio","$634.17","The complete Melodyne","no reviews","no reviews","0"
"Pitch & Time","Celemony","Melodyne Editor","$395.98","The single-track Melodyne","no reviews","no reviews","0"
"Pitch & Time","Celemony","Melodyne Assistant","$237.19","The small Melodyne","no reviews","no reviews","0"
"Pitch & Time","Celemony","Melodyne Essential","$93.29","The entry-level Melodyne","no reviews","no reviews","0"
"Pitch & Time","Antares","Auto Tune 8","$346.36","World standard professional pitch and time correction","no reviews","no reviews","0"
"Pitch & Time","Antares","Auto Tune Live","$187.57","Pitch Correction optimized for Tracking and Live Performance","no reviews","no reviews","0"
"Pitch & Time","Antares","Auto Tune EFX","$98.25","Real-Time Pitch Correction and Auto-Tune Vocal Effect","no reviews","no reviews","0"
"Pitch & Time","Eventide","Quadravox","$99.00","A four-voice, diatonic pitch shifter","no reviews","no reviews","0"
"Pitch & Time","Waves","Tune Real-Time","$66.49","Instant Pitch Correction Plugin","no reviews","no reviews","0"
"Pitch & Time","Eventide","H910","$247.12","A faithful recreation of the legendary Studio Processor","no reviews","no reviews","0"
"Pitch & Time","Eventide","Octavox","$197.49","8-Voice Diatonic Pitch-Shifter / Harmonizer","no reviews","no reviews","0"
"Pitch & Time","Synchro Arts","VocALign Pro 4","$376.13","Advanced Automatic Audio Alignment","no reviews","no reviews","0"
"Pitch & Time","Synchro Arts","Revoice Pro 3","$544.85","Correct timing and pitch, create double tracks and ADR","no reviews","no reviews","0"
"Pitch & Time","Waves","Transform","$78.40","Five innovative audio plugins in a bundle","no reviews","no reviews","0"
"Pitch & Time","Zplane","Elastique Pitch","$149.00","Professional real-time pitch shifting plug-in","no reviews","no reviews","0"
"Pitch & Time","Waves","Torque","$27.79","Precision drum tone shifter Plug-in","no reviews","no reviews","0"
"Pitch & Time","Zplane","élastiqueAAX","$399.00","Time and Pitch Manipulation for Pro Tools","no reviews","no reviews","0"
"Pitch & Time","Synchro Arts","VocALign Project 3","$147.87","Classic Automatic Audio Alignment","no reviews","no reviews","0"
"Pitch & Time","Synchro Arts","VocALign Pro 4 Upgrade Project","$296.74","VocALign Pro 4 Upgrade from VocAlign Project","no reviews","no reviews","0"
"Pitch & Time","Celemony","Melodyne Editor Upgrade","$98.25","Melodyne Editor Upgrades","no reviews","no reviews","0"
"Pitch & Time","Celemony","Melodyne Studio Upgrade","$98.25","Melodyne Studio 4 Upgrades","no reviews","no reviews","0"
"Pitch & Time","Waves","Tune","$48.63","Great tool for tuning vocals!","no reviews","no reviews","0"
"Pitch & Time","Waves","Reel ADT","$27.79","Artificial Double Tracking plugin","no reviews","no reviews","0"
"Vocoder","Polyverse Music","Manipulator","$98.25","Warp and bend your Voice into amazing new sounds","no reviews","no reviews","0"
"Vocoder","Zynaptiq","Orange Vocoder","$187.57","Multi-Algorithm Vocoder Plug-In","no reviews","no reviews","0"
"Vocoder","Waldorf","Lector","$147.87","Vocoder with superior intelligibility and performance","no reviews","no reviews","0"
"FX Bundles","VSL Software","Vienna Suite PRO","$780.00","High-Precision Stereo & Surround Audio Plug-ins","no reviews","no reviews","0"
"FX Bundles","Flux","Recording Pack","$479.00","The Bread and Butter in Mix And Recording","no reviews","no reviews","0"
"FX Bundles","Flux","Full Pack 2","$999.00","Full pack plug-in bundle with all FLUX effects","no reviews","no reviews","0"
"FX Bundles","Waves","Mercury Bundle","$1785.39","The mother of all Waves bundles! 140 brilliant effects!","no reviews","no reviews","0"
"FX Bundles","Waves","Diamond Bundle","$583.55","A comprehensive collection of audio processing tools","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix 2","$128.02","Mixing Tool, pro-designed effect chains","no reviews","no reviews","0"
"FX Bundles","VSL Software","Vienna Suite","$395.00","High-end Audio Processing Plug-ins for Mixing & Mastering!","2011","2010","0"
"FX Bundles","iZotope","Mix and Master Bundle Crossgrade","$183.60","Limited bundle containig Neutron 2 and Ozone 8","no reviews","no reviews","0"
"FX Bundles","iZotope","Music Production Suite","$673.86","iZotope’s most powerful music production tools","no reviews","no reviews","0"
"FX Bundles","iZotope","O8N2 Advanced Bundle","$475.38","Two award-winning product lines for mixing and mastering","no reviews","no reviews","0"
"FX Bundles","iZotope","Neutron 2 Advanced","$392.01","Perfect tool for music and post production studios","no reviews","no reviews","0"
"FX Bundles","iZotope","Neutron 2","$183.60","A revolutionary Mixing Tool, improved and redesigned","no reviews","no reviews","0"
"FX Bundles","accusonus","accusonus ALL Bundle","$399.00","Six innovative accusonuns products in One","no reviews","no reviews","0"
"FX Bundles","accusonus","ERA Bundle","$199.00","3 innovative noise and reverb reduction Plug-ins","no reviews","no reviews","0"
"FX Bundles","Audified","inValve Effects","$44.00","Preamp, compressor and equalizer","no reviews","no reviews","0"
"FX Bundles","Audified","STA Effects","$49.00","Set of six High-end Tube Processors","2017","2016","0"
"FX Bundles","Audified","Audified Studio Bundle","$419.00","Audified´s most important Plug-in Tools","no reviews","no reviews","0"
"FX Bundles","U-HE","Uhbik","$149.00","9 classy effects in a gobsmacking bundle","no reviews","no reviews","0"
"FX Bundles","Audionamix","ADX Professional Suite","$1199.00","Bundle including ADX SVC, ADX VVC & ADX Trax Pro","no reviews","no reviews","0"
"FX Bundles","Audionamix","ADX Plug-In Bundle","$174.00","Bundle including ADX SVC & ADX VVC","no reviews","no reviews","0"
"FX Bundles","XLN Audio","RC-20 Retro Color","$78.40","Adds life and texture inspired by classic gear","no reviews","no reviews","0"
"FX Bundles","Toontrack","Ezmix-Pack Metal Bass Beasts","$34.74","50 Bass settings based on Amp and Cab simulation","no reviews","no reviews","0"
"FX Bundles","Softube","Volume 1 One Year License","$199.00","One Year License for 16 world-class plug-ins","no reviews","no reviews","0"
"FX Bundles","Softube","Volume 1 Unlimited","$299.00","Software-Bundle including 16 world-class plug-ins","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix 2 Metal Allstars Kit","$128.02","EZmix 2 plus 150 top engineers metal settings","no reviews","no reviews","0"
"FX Bundles","Antares","VocalStudio Auto Tune + AVOX 4","$574.62","Everything you need for world-class vocal tracks","no reviews","no reviews","0"
"FX Bundles","Antares","AVOX 4","$326.51","Antares Vocal Toolkit","no reviews","no reviews","0"
"FX Bundles","iZotope","Neutron Advanced","$197.49","Advanced Version with Surround Support & Individual Plugins","no reviews","no reviews","0"
"FX Bundles","Softube","Time and Tone Plus","$99.00","Exclusive Bundle for Time and Tone Owners","no reviews","no reviews","0"
"FX Bundles","iZotope","VOCALSYNTH","$87.33","Creative multi-FX plugin for shaping and manipulating voices","no reviews","no reviews","0"
"FX Bundles","Waves","H-Series Bundle","$68.48","All of Waves’ Hybrid Plugins in One Bundle","no reviews","no reviews","0"
"FX Bundles","McDSP","Live Pack HD v6","$695.00","Collection of highly acclaimed Plug-ins for mixing","no reviews","no reviews","0"
"FX Bundles","Slate Digital","VPC Virtual Preamp Collection","$149.00","Two Modules for the Virtual Mix Rack","no reviews","no reviews","0"
"FX Bundles","Eventide","Anthology XI native","$899.00","Bundle of 23 amazing plug-ins crafted from over 45 years","no reviews","no reviews","0"
"FX Bundles","Lexicon","PCM Native Total Bundle","$346.36","Software Reverb and Effect plug-in bundle","no reviews","no reviews","0"
"FX Bundles","iZotope","RX 6 Advanced","$693.71","The Professional’s Choice for Rescuing Audio","no reviews","no reviews","0"
"FX Bundles","iZotope","RX 6","$263.00","The Professional’s Choice for Rescuing Audio","no reviews","no reviews","0"
"FX Bundles","McDSP","Everything Pack","$1645.00","Includes every Audio Effect Plugin from McDSP","no reviews","no reviews","0"
"FX Bundles","McDSP","Emerald Pack","$849.00","Complete Audio Effect Music Production Bundle","no reviews","no reviews","0"
"FX Bundles","McDSP","Retro Pack","$119.00","Retro Pack including 3 McDSP Retro Plugins","no reviews","no reviews","0"
"FX Bundles","McDSP","Classic Pack","$179.00","McDSP’s legendary emulations all in One Pack","no reviews","no reviews","0"
"FX Bundles","Brainworx","100% BX Bundle V2","$1983.88","Brainworx’s award-winning Plugins Collection","no reviews","no reviews","0"
"FX Bundles","Waves","Studio Classics Collection","$336.44","10 meticulously-modeled audio plugins","no reviews","no reviews","0"
"FX Bundles","Toontrack","Generic Producer Presets","$11.91","Serial Number for one Producer Preset of your choice","no reviews","no reviews","0"
"FX Bundles","Waves","Bass and Drums Signature Collection","$88.33","Nine multi-effect plugins for bass and drums","no reviews","no reviews","0"
"FX Bundles","Waves","Musicians 2 Bundle","$37.71","Six indispensable audio plugins","no reviews","no reviews","0"
"FX Bundles","Waves","Abbey Road Collection","$247.12","Exquisite plugins bundle by Abbey Road","no reviews","no reviews","0"
"FX Bundles","Waves","Musicians 1 Bundle","$37.71","Essential Audio Plugin Bundle for Professional use","no reviews","no reviews","0"
"FX Bundles","Waves","JJP Analog Legends Bundle","$64.51","Puig Compressor & Equalizer Plugins by Waves!","no reviews","no reviews","0"
"FX Bundles","Flux","IRCAM Studio Bundle","$649.00","Plug-in Bundle with IRCAM technology!","no reviews","no reviews","0"
"FX Bundles","Waves","Horizon Bundle","$326.51","Great Waves bundle with over 60 plug-ins","no reviews","no reviews","0"
"FX Bundles","Waves","Platinum Bundle","$392.01","More than 40 award-winning plug-ins from Waves","no reviews","no reviews","0"
"FX Bundles","Waves","Restoration Bundle","$197.49","Five innovative noise reduction tools from Waves","no reviews","no reviews","0"
"FX Bundles","Waves","Power Pack","$68.48","Starter EFX-Pack","no reviews","no reviews","0"
"FX Bundles","Waves","TMS Artist Signature Collection - Tony Maserati","$85.35","The powerful processor chains of Maserati himself!","no reviews","no reviews","0"
"FX Bundles","Waves","Eddie Kramer Artist Signature Collection","$86.34","Eddie Kramer Signature EFX Collection","no reviews","no reviews","0"
"FX Bundles","Waves","Sound Design Suite","$392.01","Over 30 handpicked plug-ins for sound design & post pro","no reviews","no reviews","0"
"FX Bundles","Waves","Gold Bundle","$147.87","Plug-In bundle for tracking, mixing and mastering","no reviews","no reviews","0"
"FX Bundles","Sugar Bytes","Turnado","$118.10","Flexible multi-effect tool","no reviews","no reviews","0"
"FX Bundles","Sugar Bytes","Egoist","$98.25","The perfect sketchpad in the studio","no reviews","no reviews","0"
"FX Bundles","Sugar Bytes","Effectrix","$118.10","Professional multi-effect sequencer","no reviews","no reviews","0"
"FX Bundles","Sugar Bytes","Looperator","$118.10","16-Step Sample Slicer","no reviews","no reviews","0"
"FX Bundles","Sugar Bytes","Artillery 2","$118.10","Multi-Effect with definable keyboard zones","no reviews","no reviews","0"
"FX Bundles","Audioease","360pan suite","$257.04","Plug-in suite for ambisonics mixes","no reviews","no reviews","0"
"FX Bundles","Waves","B360 Ambisonics Encoder","$286.81","The industry-standard for VR and 360° videos","no reviews","no reviews","0"
"FX Bundles","IK-Multimedia","T-Racks 5 MAX Bundle","$495.23","All 38 available T-RackS processors","no reviews","no reviews","0"
"FX Bundles","IK-Multimedia","T-Racks 5 MAX Upgrade","$296.74","Upgrade from any IK product to T-Racks 5 MAX","no reviews","no reviews","0"
"FX Bundles","iZotope","O8N2 Advanced Upgrade MPB2","$197.49","O8N2 Advanced Upgrade from Music Production Bunde 2","no reviews","no reviews","0"
"FX Bundles","iZotope","Elements Suite","$74.43","3 powerful, award-winning Audio Technologies","no reviews","no reviews","0"
"FX Bundles","iZotope","Elements Suite Crossgrade","$68.48","For users of any Elements product including Nectar Elements","no reviews","no reviews","0"
"FX Bundles","iZotope","Neutron Elements","$26.80","Perfect for music producers or podcasters on a budget","no reviews","no reviews","0"
"FX Bundles","Sample Magic","PlugIn Bundle","$134.00","Three plug-ins for the price of two","no reviews","no reviews","0"
"FX Bundles","Zynaptiq","ZAP II Bundle","$1547.21","All eight of the AI and Source Separation based Plug-ins","no reviews","no reviews","0"
"FX Bundles","Zynaptiq","Repair Bundle","$832.65","Fix the UNfixable, UNleash Sonic Detail","no reviews","no reviews","0"
"FX Bundles","Zynaptiq","Remix Bundle","$515.07","Music Recomposition Plug-in Bundle","no reviews","no reviews","0"
