"Kinds","company","product","price","brief","newest time","oldest time","if Kontakt"
"Pianos","XLN Audio","Addictive Keys Trio Bundle","$147.87","Three Addictive Keys Pianos of your choice","no reviews","no reviews","0"
"Pianos","XLN Audio","Addictive Keys Modern Upright","$78.40","Addictive Keys Engine + Yamaha U3 Upright Piano","no reviews","no reviews","0"
"Pianos","XLN Audio","Addictive Keys Studio Grand","$78.40","Addictive Keys Engine + Steinway Model D concert grand piano","no reviews","no reviews","0"
"Pianos","XLN Audio","Addictive Keys Mark One","$78.40","Addictive Keys Engine and Mark One Stage Piano","no reviews","no reviews","0"
"Pianos","Sample Logic","Cinematic Keys","$286.81","Cinematic collection of 850+ Instruments and Multis","2014","2014","1"
"Pianos","Soundiron","Kontakt Player Bundle","$599.00","Bundle of 7 Kontakt Player VIs","no reviews","no reviews","1"
"Pianos","UVI","Jazzistic","$99.00","Jazz Instruments & Jazz Pattern","no reviews","no reviews","0"
"Pianos","XLN Audio","Electric Grand","$78.40","Virtual Yamaha CP-80 incl. Addictive Keys Engine","no reviews","no reviews","0"
"Pianos","Toontrack","EZkeys Sound Expansion","$58.55","Extend your EZkeys with one more piano of your choice","no reviews","no reviews","0"
"Pianos","Realsamples","Edition Beurmann - Grand Piano","$159.00","Historical pianoforte with charming, warm and present sound","no reviews","no reviews","1"
"Pianos","UVI","Grand Piano Model D","$79.00","Beautiful Steinway Concert Grand Model D","no reviews","no reviews","0"
"Pianos","UVI","EGP","$199.00","Hybrid Electric Grand Piano","no reviews","no reviews","0"
"Pianos","Toontrack","EZkeys Retro Electrics","$128.02","Hohner Clavinet D6 and Pianet N including EZkeys engine","no reviews","no reviews","0"
"Pianos","Soundiron","Piano & Keys Collection","$249.00","All piano and key-libraries from Soundiron","no reviews","no reviews","1"
"Pianos","UVI","IRCAM Prepared Piano","$399.00","Prepared piano with a unique sound spectrum!","no reviews","no reviews","0"
"Pianos","Realsamples","Edition Beurmann - Orphica Piano","$129.00","A very rare small, portable fortepiano.","no reviews","no reviews","1"
"Pianos","East West","QL Pianos Gold","$199.00","Four of the world´s finest grand pianos, GOLD edition","no reviews","no reviews","0"
"Pianos","Realsamples","Edition Beurmann - Early Pianoforte","$137.95","Early german Pianoforte with uncommon, unique piano sound","no reviews","no reviews","1"
"Pianos","Realsamples","Edition Beurmann - Pianoforte","$149.00","German Pianoforte from 1848, with unique, graceful sound","no reviews","no reviews","1"
"Pianos","East West","QL Pianos Platinum","$249.00","Collection with four of the world´s finest grand pianos","2009","2009","0"
"Pianos","Modartt","Pianoteq Blüthner Model One","$59.00","World's first physical Model of Blüthner's Grand Piano","no reviews","no reviews","0"
"Pianos","Modartt","Pianoteq D4 Grand Piano","$59.00","A virtual copy of a Steinway D from Hamburg","no reviews","no reviews","0"
"Pianos","Modartt","Pianoteq Electric Pianos","$59.00","Famous Electro-acoustic Pianos from the Seventies","no reviews","no reviews","0"
"Pianos","Modartt","Pianoteq Grotrian","$59.00","Physically modelled Instrument authorized by Grotrian","no reviews","no reviews","0"
"Pianos","Modartt","Pianoteq K2 Grand Piano","$59.00","Grand Piano developed especially for Pianoteq 6","no reviews","no reviews","0"
"Pianos","Modartt","Pianoteq Kremsegg Collection 1","$59.00","Historical Piano Collection","no reviews","no reviews","0"
"Pianos","Modartt","Pianoteq Kremsegg Collection 2","$59.00","4 exceptional Instruments from the 18th and 19th Centuries","no reviews","no reviews","0"
"Pianos","Modartt","Pianoteq Model B","$59.00","Modelled after a Steinway B Grand Piano from Hamburg","no reviews","no reviews","0"
"Pianos","Modartt","Pianoteq U4 Upright Piano","$59.00","Upright Piano AddOn for Pianoteq 6","no reviews","no reviews","0"
"Pianos","Modartt","Pianoteq YC5 Rock Piano","$59.00","Rock Piano AddOn for Pianoteq 6","no reviews","no reviews","0"
"Pianos","Synthogy","Ivory II Italian Grand Update","$69.00","Update for registeres Users of Version 1.X","no reviews","no reviews","0"
"Pianos","Synthogy","Ivory II Upright Pianos Update","$109.00","Update for registeres Users of Version 1.X","no reviews","no reviews","0"
"Pianos","Synthogy","Ivory II Grand Pianos Update","$129.00","Update for registeres Users of Version 1.X","no reviews","no reviews","0"
"Pianos","Soundiron","Emotional Piano","$149.00","Unique virtual piano for your special melodies","no reviews","no reviews","1"
"Pianos","Realsamples","Luthéal Piano","$235.00","Restored, very rare piano, one of the first Prepared Pianos","no reviews","no reviews","1"
"Pianos","Prominy","Electric Grand PCP-80","$49.00","The true sound of a Yamaha Electric Grand Piano CP-80","no reviews","no reviews","1"
"Synthesizer","Best Service","TITAN 2","$199.00","Titan 2 offers 266 Synthesizer models in one","2016","2015","0"
"Synthesizer","Best Service","Galaxy X-Keys","$115.00","Convolution Synthesizer,  tonally playable instruments","no reviews","no reviews","0"
"Synthesizer","Best Service","Galaxy X-Loops","$95.00","Convolution Synthesizer, hundreds of special effect loops","no reviews","no reviews","0"
"Synthesizer","Best Service","Galaxy X","$259.00","X is an exeptional Convolution Synthesizer","2012","2012","0"
"Synthesizer","Best Service","SYNTH-WERK","$159.00","SOUND•SYNTHESIS•RHYTHM  PAST•PRESENT•FUTURE","2011","2011","0"
"Synthesizer","Sugar Bytes","Cyclop","$98.25","Monophonic, raw and unbelievably versatile Synthesizer","no reviews","no reviews","0"
"Synthesizer","Tone2","Saurus 2","$99.00","""Virtual analog"" synthesizer with incredible features!","2015","2015","0"
"Synthesizer","Spectrasonics","Omnisphere 2","$499.00","Omnisphere 2.0 - Time to Make Some Noise!","2015","2015","0"
"Synthesizer","Waves","Codex Wavetable Synth","$56.57","Cutting-edge polyphonic wavetable synthesizer","no reviews","no reviews","0"
"Synthesizer","Tone2","Electra2","$149.00","The only synth you need to create a hit!","2015","2014","0"
"Synthesizer","Rob Papen","Blue II Upgrade","$49.00","Upgrade to Blue II for registered users of Blue","no reviews","no reviews","0"
"Synthesizer","Rob Papen","Blue II","$131.99","Innovative Synth based on the Crossfusion synthesis","2014","2014","0"
"Synthesizer","iZotope","BreakTweaker","$217.34","FUTURE BEAT MACHINE","2015","2015","0"
"Synthesizer","Tone2","Nemesis","$149.00","The next step in FM Synthesis","2014","2014","0"
"Synthesizer","Heavyocity","AEON Rhythmic","$159.20","315+ Tempo-synced melodic loops with a great interface!","no reviews","no reviews","1"
"Synthesizer","Heavyocity","AEON Melodic","$239.20","Deeply customizable Hybrid Sound from the makers of DAMAGE!","no reviews","no reviews","1"
"Synthesizer","Heavyocity","AEON Collection","$319.20","AEON Melodic and AEON Rhythmic as cinematic Bundle","2014","2013","1"
"Synthesizer","Tone2","Rayblaster 2","$149.00","A radically new form of synthesis!","no reviews","no reviews","0"
"Synthesizer","UVI","Electro Suite","$199.00","A unique compilation of powerful instruments","no reviews","no reviews","0"
"Synthesizer","Best Service","Nitron","$159.00","Sample based Synthesizer, over 1000 patches, full editing","2012","2012","1"
"Synthesizer","Tone2","Gladiator 2 Expanded","$179.00","Revolutionary synthesis in the expanded version!","no reviews","no reviews","0"
"Synthesizer","Sugar Bytes","Aparillo","$98.25","Complex 16-voice FM synthesizer","no reviews","no reviews","0"
"Synthesizer","Impact Soundworks","Super Audio Cart PC","$79.00","Most complete set of retro computer samples","no reviews","no reviews","1"
"Synthesizer","UVI","OB Legacy","$199.00","Homage to a Synthesizer Luminary","no reviews","no reviews","0"
"Synthesizer","Soundiron","Ambius Prime","$149.00","Vast selection of pads, ambiences, leads, pulse & textures","no reviews","no reviews","1"
"Synthesizer","UVI","UVX80","$79.00","80s Japanese Maiden revided","no reviews","no reviews","0"
"Synthesizer","IK-Multimedia","Syntronik","$237.19","Collection of 38 iconic synthesizers and string machines","no reviews","no reviews","0"
"Synthesizer","Output","Dystopian Bass Expansion Pack for Substance","$35.00","Dramatically deep bass for earth-shattering low end","no reviews","no reviews","0"
"Synthesizer","UVI","Digital Synsations Vol.2","$149.00","Digital Mavericks of the ‘90s revisited","no reviews","no reviews","0"
"Synthesizer","Polyverse Music","I Wish","$68.48","The one and only pitch freezer plug-in","no reviews","no reviews","0"
"Synthesizer","UVI","UVS-3200","$79.00","Tribute to the Korg PS-3200","no reviews","no reviews","0"
"Synthesizer","U-HE","Repro","$99.00","Repro contains Repro-1 and Repro-5","2017","2017","0"
"Synthesizer","U-HE","Zebra 2","$199.00","Synthesizer Workhorse with stripes","no reviews","no reviews","0"
"Synthesizer","U-HE","Diva","$179.00","The spirit of analogue","no reviews","no reviews","0"
"Synthesizer","U-HE","Hive","$149.00","Lightweight Synth for heavyweight sound","no reviews","no reviews","0"
"Synthesizer","U-HE","Bazille","$129.00","Digital Modular Synthesis","no reviews","no reviews","0"
"Synthesizer","U-HE","Ace","$85.00","Easy Modular Synthesizer","no reviews","no reviews","0"
"Synthesizer","Cinematique Instruments","Mociula Lab","$43.67","A bundle of synth tools","no reviews","no reviews","1"
"Synthesizer","UVI","Ether Fields","$39.00","Sounds for Falcon by Simon Stockhausen","no reviews","no reviews","0"
"Synthesizer","Soundiron","Theremin+","$19.00","Ambient electronic Theremin tones","no reviews","no reviews","1"
"Synthesizer","UVI","Synth Anthology II","$149.00","Massive collection of vintage and modern Synth sounds","2016","2016","0"
"Synthesizer","Output","Substance","$199.00","A completely new breed of bass","no reviews","no reviews","1"
"Synthesizer","2nd Sense Audio","Wiggle","$58.55","Dynamic Waveshaping Synthesizer","no reviews","no reviews","0"
"Synthesizer","Softube","Modular","$61.53","Revolutionary virtual modular Synthesizer","2016","2016","0"
"Synthesizer","Impact Soundworks","Super Audio Cart","$119.00","Complete Set of Classic Video Game Samples","no reviews","no reviews","1"
"Synthesizer","Impact Soundworks","Celestia","$89.00","Atmospheric, ethereal, haunting and evocative instruments","no reviews","no reviews","1"
"Synthesizer","UVI","CS-M","$79.00","Vintage Analog Power Synth","no reviews","no reviews","0"
"Synthesizer","UVI","Analog Motion","$39.00","Vintage Explorations for Falcon","no reviews","no reviews","0"
"Synthesizer","UVI","PX Apollo","$79.00","Rare polyphonic analogue synthesizer prototype from the '70s","no reviews","no reviews","0"
"Synthesizer","Soniccouture","Ondioline","$49.00","1950s French Monosynth","no reviews","no reviews","1"
"Synthesizer","UVI","Cameo","$149.00","Phase Distortion Suite","no reviews","no reviews","0"
"Synthesizer","UVI","Falcon","$349.00","Most complete Hybrid Instrument available","no reviews","no reviews","0"
"Synthesizer","Heavyocity","C-Tools","$47.20","A trinity of retro Synths inspired by the 70s and 80s","no reviews","no reviews","0"
"Synthesizer","UVI","Energy","$49.00","32-Oscillator Additive Future Synth","no reviews","no reviews","0"
"Synthesizer","Best Service","TITAN 2 Upgrade","$119.00","Upgrade for registered users of TITAN (1)","no reviews","no reviews","0"
"Synthesizer","Waldorf","Nave","$147.87","Advanced Wavetable Synthesizer","2015","2015","0"
"Synthesizer","UVI","Synthox","$79.00","Dual-layer hybrid analog/FM Synth","no reviews","no reviews","0"
"Synthesizer","Big Fish Audio","FUSE","$139.30","Modern Synth Sound, Unique Dual Layer Virtual Instrument","no reviews","no reviews","1"
"Synthesizer","Spectrasonics","Omnisphere 2 Upgrade","$249.00","Omnisphere 2 Upgrade","no reviews","no reviews","0"
"Synthesizer","Gospelmusicians","TGX-85","$77.41","Yamaha SY-85/TG-500 Virtual Sample Library","no reviews","no reviews","0"
"Synthesizer","Rob Papen","RAW","$131.99","Powerful Synthesizer Focused on Distorted Sounds","no reviews","no reviews","0"
"Synthesizer","UVI","Urban X","$79.00","3-Layer Sample Synth packed with high-quality Sounds","no reviews","no reviews","0"
"Synthesizer","UVI","SweepMachine","$39.00","Noise and Sweep Designer","no reviews","no reviews","0"
"Synthesizer","Gospelmusicians","Pure Synth Platinum","$118.10","Software based Rompler and Synthesis Library","no reviews","no reviews","0"
"Synthesizer","Heavyocity","DM-307","$239.20","Highly stylized Groove designer from the creators of DAMAGE!","2014","2014","1"
"Synthesizer","Sample Logic","Tronix","$84.36","Collection morphed electrified instruments for Ableton Live","no reviews","no reviews","0"
"Synthesizer","Best Service","Convolution Space","$199.00","An entirely new region of the sound universe, 8.5 GB package","2011","2008","1"
"Synthesizer","Gothic Instruments","Dronar Vintage Synth","$68.48","Expressive soundscapes and atmospheric pads creator","no reviews","no reviews","1"
"Synthesizer","Rob Papen","SubBoomBass 2","$88.33","The ultimate in sub-bass synthesizer","no reviews","no reviews","0"
"Synthesizer","Sugar Bytes","Consequence","$118.10","Superior arpeggiator with its own sound engine","no reviews","no reviews","0"
"Synthesizer","Sugar Bytes","Unique","$98.25","Unique Vowel Synthesizer","no reviews","no reviews","0"
"Synthesizer","Sugar Bytes","Thesys","$98.25","Powerful sequencer with internal synth engine","no reviews","no reviews","0"
"Synthesizer","Sugar Bytes","Obscurium","$98.25","Avantgarde Sound Design Tool","no reviews","no reviews","0"
"Synthesizer","Sugar Bytes","Factory","$137.95","Poly Synth with Mod-Matrix and Sequencers","no reviews","no reviews","0"
"Synthesizer","Polyverse Music","Power Bundle","$177.65","Bundle containing I WISH, Manipulator, Gatekeeper","no reviews","no reviews","0"
"Synthesizer","Softube","Buchla 259e","$75.43","Software version of the Buchla 259e","no reviews","no reviews","0"
"Synthesizer","Output","Base Bass Expansion Pack for Substance","$35.00","Expansion Pack for SUBSTANCE","no reviews","no reviews","0"
"Synthesizer","Heavyocity","Calc-U-Synth","$23.20","Emulation of the Casio VL-Tone","no reviews","no reviews","0"
"Synthesizer","In Session Audio","Riff Generation","$159.00","Complex and surprising Riff Generator","no reviews","no reviews","1"
"Synthesizer","Soundiron","Granada 49","$29.00","1970's-era portable analog synthesizer","no reviews","no reviews","1"
"Synthesizer","IK-Multimedia","Syntronik Crossgrade","$147.87","Crossgrade from any IK product to Syntronik","no reviews","no reviews","0"
"Synthesizer","Umlaut Audio","PADS","$99.00","Virtual Synth instrument for cinematic musical textures","no reviews","no reviews","1"
"Synthesizer","AAS","Ultra Analog VA-2","$78.90","Virtual analog software-synthesizer","no reviews","no reviews","0"
"Synthesizer","AAS","String Studio VS-2","$78.90","Virtual string modeling synthesizer","no reviews","no reviews","0"
"Synthesizer","AAS","Chromaphone 2","$78.90","Creative Percussion Synthesizer","no reviews","no reviews","0"
"Synthesizer","FabFilter","Twin 2","$147.87","Powerful Synthesizer Plug-in","no reviews","no reviews","0"
"Synthesizer","FabFilter","One","$54.58","Basic synthesizer plug-in with just one oscillator","no reviews","no reviews","0"
"Synthesizer","Rob Papen","Predator 2","$131.99","The successor of a legendary synthesizer","no reviews","no reviews","0"
"Synthesizer","Rob Papen","Predator 2 Upgrade","$44.66","Upgrade to Predator 2 for registered users of Predator","no reviews","no reviews","0"
"Synthesizer","Zero-G","FORMATION: Formant Sound Creator","$42.87","Kontakt based Synthesizer","no reviews","no reviews","1"
"Synthesizer","UVI","Spectre","$39.00","Electronic Visions For Falcon","no reviews","no reviews","0"
"Synthesizer","Heavyocity","GRID II","$55.20","Reaktor Synth and Sequencer","no reviews","no reviews","0"
"Synthesizer","Output","CLASSIC ANALOG Expansion Pack  for Signal","$35.00","Classic Analog Synths Expansion for Signal","no reviews","no reviews","0"
"Synthesizer","Soniccouture","The Attic","$99.00","Collection of 10 Vintage Analogue Instruments","no reviews","no reviews","1"
"Synthesizer","Soniccouture","Konkrete 3","$69.00","Drum & Percussion Instrument for Electronic Music Production","no reviews","no reviews","1"
"Synthesizer","Soniccouture","Novachord","$79.00","The World´s first Synthesiter!","no reviews","no reviews","1"
"Synthesizer","Soniccouture","Ondes","$79.00","Most enigmatic Musical Instruments of the 20th Century","no reviews","no reviews","1"
"Synthesizer","UVI","Vector Pro","$149.00","UVI's great interpretation of a synth legend!","no reviews","no reviews","0"
"Synthesizer","Gospelmusicians","Pure Sine Urban Synth","$58.55","The cornerstone for every synth bass sound as one plugin","no reviews","no reviews","0"
"Synthesizer","UVI","Vintage Legends","$199.00","6 iconic vintage synthesizers in your studio!","2013","2013","0"
"Synthesizer","iZotope","Iris 2","$43.67","Groundbreaking sample-based synthesizer","no reviews","no reviews","0"
"Synthesizer","Zero-G","Impact Designer","$44.66","SFX creation machine for Kontakt","no reviews","no reviews","1"
"Synthesizer","Zero-G","EPICA","$107.18","Virtual synth from Zero-G, produced by Sam Spacey","2014","2014","1"
"Synthesizer","Gospelmusicians","Talkbox Jr.","$58.55","The classic talkbox sound - Feat. Byron Chambers!","no reviews","no reviews","0"
"Synthesizer","UVI","Digital Synsations","$149.00","4 digital classics and a huge patch collection!","no reviews","no reviews","0"
"Synthesizer","UVI","UVX-3P","$99.00","A unique classic from 1993","no reviews","no reviews","0"
"Synthesizer","Rob Papen","EDM Synth Bundle","$197.49","Bundle of Predator, Predator FX, Punch, Punch-BD and Blade","no reviews","no reviews","0"
"Synthesizer","UVI","The Beast","$149.00","A comprehensive software suite of 3 complementary synths","no reviews","no reviews","0"
"Synthesizer","Rob Papen","Blade","$118.10","Epic additive synthesis","no reviews","no reviews","0"
"Synthesizer","Rob Papen","Punch","$131.99","Unique virtual drum machine","2011","2011","0"
"Synthesizer","Rob Papen","SubBoomBass","$48.63","The ultimate in sub-bass synthesizer","no reviews","no reviews","0"
"Synthesizer","East West","QL Goliath","$199.00","More than 180 instruments and over 600 patches","no reviews","no reviews","0"
"Synthesizer","Vir2 (by Big Fish)","VI One","$74.25","Vast Collection of Instruments across every Musical Style.","2007","2007","1"
"Synthesizer","Divergent Audio Group","Helios","$70.46","Incredibly advanced Sound Design instrument","no reviews","no reviews","1"
"Synthesizer","UVI","UVX-10P","$99.00","A vintage soft-synth inspired by 3 analog super-synths","no reviews","no reviews","0"
"Synthesizer","UVI","Urban Suite","$199.00","Complete Toolkit for urban music, with unique tools!","no reviews","no reviews","0"
"Synthesizer","UVI","WaveRunner","$199.00","7 unique hybrid instruments full of authentic sounds!","no reviews","no reviews","0"
"Synthesizer","UVI","UltraMini","$99.00","The virtual brothers of two analog powerhouses!","no reviews","no reviews","0"
"Synthesizer","UVI","X-Treme FX","$129.00","X-Treme FX is the ultimate tool for sound designers","no reviews","no reviews","0"
"Synthesizer","Waves","Element","$38.71","First synthesizer from Waves with Virtual Voltage technology","no reviews","no reviews","0"
"Synthesizer","UVI","Emulation One","$79.00","The sequel prequel to the now famous Emulation II!","no reviews","no reviews","0"
"Synthesizer","UVI","String Machines","$99.00","70s synth-orchestral string sounds!","no reviews","no reviews","0"
"Synthesizer","UVI","Darklight IIx","$149.00","The virtual re-interpretation of the ""Dream Machine""!","no reviews","no reviews","0"
"Synthesizer","UVI","Emulation II","$149.00","Rebirth of the 80s sounds, authentically reproduced!","no reviews","no reviews","0"
"Synthesizer","Waldorf","Largo","$147.87","The first pure software synthesizer with Waldorf DNA","no reviews","no reviews","0"
"Synthesizer","Rob Papen","RG - The Rhythm-Guitar-Synthesizer","$88.33","Create your own guitar grooves!","2009","2008","0"
"Synthesizer","Rob Papen","Predator","$131.99","A monster synthesizer with unique features","2007","2007","0"
"Synthesizer","iZotope","Iris 2 Upgrades","$68.48","Upgrades for registered users","no reviews","no reviews","0"
"Synthesizer","Waldorf","PPG 3.V","$147.87","Reincarnation of the legendary PPG Wave 3.V","no reviews","no reviews","0"
"Other Keys","Best Service","Accordions 2","$199.00","The biggest virtual Accordion collection available","2017","2010","1"
"Other Keys","Spectrasonics","Keyscape","$399.00","Spectrasonics' huge selection of collector keyboards","2016","2016","0"
"Other Keys","Best Service","Cinematique Instruments 2","$199.00","Cinamtatic library with unique instruments","2013","2013","0"
"Other Keys","Best Service","Cinematique Instruments 1","$199.00","Cinematic library with unique instruments","2013","2010","0"
"Other Keys","Best Service","Organum Venezia","$89.00","Virtual church organ with a characteristic sound","2016","2015","0"
"Other Keys","VSL Instruments Bundles","Keyboards Complete","$795.00","All keyboard instruments of the Vienna Symphonic Library","no reviews","no reviews","0"
"Other Keys","VSL Instruments Collections","Special Keyboards","$155.00","Exceptional and classic keyboard instruments","2007","2007","0"
"Other Keys","VSL Instruments Collections","Konzerthausorgel","$255.00","Epic Concert Organ with a special sound character","no reviews","no reviews","0"
"Other Keys","Arturia","V-Collection 6","$395.98","21 seminal instruments, supercharged, and at your command","no reviews","no reviews","0"
"Other Keys","Cinematique Instruments","Deconstructed Piano","$73.44","Sounds, noises and textures created with a Piano","no reviews","no reviews","1"
"Other Keys","Toontrack","EZkeys String Machine","$128.02","Carefully sampled Solina String Ensemble Synthesizer","no reviews","no reviews","0"
"Other Keys","Tone2","Icarus","$149.00","Powerful Synthesizer with 3D wavetable synthesis","2017","2017","0"
"Other Keys","PSOUND","Bandoneon","$65.00","Reproduction of an historic Alfred Arnold Bandoneon","no reviews","no reviews","0"
"Other Keys","Acousticsamples","B-5 Organ","$76.30","Ultra realistic virtual B5 Organ","no reviews","no reviews","0"
"Other Keys","Acousticsamples","Clavi D9","$69.30","Based on the well known Clavinet D6 by Hohner","no reviews","no reviews","0"
"Other Keys","Soniccouture","Ondioline","$49.00","1950s French Monosynth","no reviews","no reviews","1"
"Other Keys","Toontrack","EZkeys Pipe Organ","$128.02","Detailed sampled Pipe Organ","no reviews","no reviews","0"
"Other Keys","Soundiron","Lakeside Pipe Organ","$49.00","Vintage Steel and Wooden Pipe Organ Library","no reviews","no reviews","1"
"Other Keys","Toontrack","EZkeys Bundle","$197.49","Three EZkeys instruments of your choice","no reviews","no reviews","0"
"Other Keys","Project SAM","OrganMystique","$131.75","3 Beautifully Sampled Dutch Church Organs","no reviews","no reviews","1"
"Other Keys","Soniccouture","Broken Wurli","$59.00","Dusty and tatty, as a Wurli should be!","no reviews","no reviews","1"
"Other Keys","Soniccouture","Clav","$59.00","The Hohner D6 Clavinet, sampled in state-of-the-art detail","no reviews","no reviews","1"
"Other Keys","Soniccouture","EP 73 Deconstructed","$79.00","Vintage MK I Stage 73 Electric Piano","no reviews","no reviews","1"
"Other Keys","Toontrack","EZkeys Mellotoon","$128.02","Mellotron sounds including EZkeys engine","no reviews","no reviews","0"
"Other Keys","Big Fish Audio","SWAGG","$49.50","Virtual complete package with countless instruments & tools","no reviews","no reviews","1"
"Other Keys","VSL Single Instruments","Harmonium","$65.00","The harmonium by VSL","no reviews","no reviews","0"
"Other Keys","VSL Single Instruments","Harpsichord","$55.00","The harpsichord by VSL","no reviews","no reviews","0"
"Other Keys","VSL Single Instruments","Celesta","$55.00","The Celesta by VSL","no reviews","no reviews","0"
"Other Keys","VSL Special Editions","Special Edition Section Vol. 2 Guitars & Keyboards","$70.00","The Guitars & Keyboards Section from the Volume 2 Collection","no reviews","no reviews","0"
"Other Keys","Best Service","Notre Dame de Budapest","$229.00","Two symphonic organs from two famous Hungarian cathedrals","2007","2004","1"
"Other Keys","Best Service","Accordions 2 Upgrade","$79.00","Upgrade for all registered Accordions Users","no reviews","no reviews","1"
"Other Keys","Waves","Pianos & Keys","$133.98","Waves' iconic pianos and keys in one collection","no reviews","no reviews","0"
"Other Keys","Waves","Clavinet","$58.55","Accurately sampled from the original D6 model Clavinet","no reviews","no reviews","0"
"Other Keys","Soundiron","Bontastic!","$39.00","Vintage Italian Chord Organ","no reviews","no reviews","1"
"Other Keys","PSOUND","World Musette","$59.00","Collection of Musette Sounds from all over the World","no reviews","no reviews","0"
"Other Keys","Soundiron","Traveler Organ","$49.00","Multi-sampled early 20th century flat-top reed organ","2015","2015","1"
"Other Keys","UVI","Retro Organ Suite","$149.00","Detailed sampling of rare organs","no reviews","no reviews","0"
"Other Keys","cinesamples","Randys Celeste","$69.00","Unique Celeste by Randy Kerber","no reviews","no reviews","1"
"Other Keys","Soniccouture","The Attic","$99.00","Collection of 10 Vintage Analogue Instruments","no reviews","no reviews","1"
"Other Keys","Soniccouture","Novachord","$79.00","The World´s first Synthesiter!","no reviews","no reviews","1"
"Other Keys","Soniccouture","Ondes","$79.00","Most enigmatic Musical Instruments of the 20th Century","no reviews","no reviews","1"
"Other Keys","Gospelmusicians","FM TiNES","$88.33","Extensive FM Electric Piano Library","no reviews","no reviews","0"
"Other Keys","UVI","Tines Anthology","$129.00","The ultimate collection full of UVI electric pianos","no reviews","no reviews","0"
"Other Keys","UVI","Mello","$99.00","The Origins of Sampling - A Sound that Shaped the 60's!","no reviews","no reviews","0"
"Other Keys","Realsamples","German Harpsichord 1738","$149.00","One of the rarest harpsichord as a virtual instrument!","no reviews","no reviews","1"
"Other Keys","Realsamples","German Celesta","$139.00","Beautiful recorded virtual Celesta","no reviews","no reviews","1"
"Other Keys","Realsamples","Edition Beurmann - French Harpsichord","$159.00","French Cembalo with enchanting sound, substantial bass","no reviews","no reviews","1"
"Other Keys","Realsamples","Edition Beurmann - Italian Harpsichord II","$129.00","Typical, italian Cembalo with vivid sound","no reviews","no reviews","1"
"Other Keys","Realsamples","Edition Beurmann - English Spinet II","$139.00","Sweet-sounding spinet with a majestic and brilliant tone.","no reviews","no reviews","1"
"Other Keys","Realsamples","Edition Beurmann - German Lautenwerck","$129.00","Historical, unique Lute Harpsichord with warm, huge tone","no reviews","no reviews","1"
"Other Keys","Realsamples","Edition Beurmann - Dulcitone Celesta","$139.00","Tuning-fork piano with vibrant, mellow and charming sound","no reviews","no reviews","1"
"Other Keys","Realsamples","Edition Beurmann - Dutch Harpsichord","$159.00","One of the best Cembali ever built, full and precious sound","no reviews","no reviews","1"
"Other Keys","Realsamples","Edition Beurmann - English Harpsichord","$149.00","Historical keyed instrument with unique, high quality sound","no reviews","no reviews","1"
"Other Keys","Realsamples","Edition Beurmann - English Spinet","$139.00","Famous Hitchcock spinet from London in best-sounding quality","no reviews","no reviews","1"
"Other Keys","Realsamples","Edition Beurmann - Italian Harpsichord","$129.00","Typical, italian Cembalo with warm and deep tone.","no reviews","no reviews","1"
"Other Keys","East West","QL Goliath","$199.00","More than 180 instruments and over 600 patches","no reviews","no reviews","0"
"Other Keys","Vir2 (by Big Fish)","VI One","$74.25","Vast Collection of Instruments across every Musical Style.","2007","2007","1"
"Other Keys","Modartt","Pianoteq Celeste","$59.00","Pianoteq AddOn including Celesta, Glockenspiel and Toy Piano","no reviews","no reviews","0"
"Other Keys","Modartt","Pianoteq Harpsichord","$59.00","Superb virtual Instrument with authentic Sound and Response","no reviews","no reviews","0"
"Other Keys","Modartt","Pianoteq Hohner Collection","$49.00","Four famous Keyboard Instruments authorized by Hohner","no reviews","no reviews","0"
"Other Keys","Modartt","Pianoteq Vibes","$49.00","Two virtual Vibraphones for Pianoteq 6","no reviews","no reviews","0"
"Other Keys","Modartt","Pianoteq Xylo","$49.00","Xylophone and Bass Marimba AddOn for Pianoteq 6","no reviews","no reviews","0"
"Other Keys","PSOUND","Vintage Accordion","$89.00","A virtual vintage Italian accordion from the 60s","no reviews","no reviews","0"
"Other Keys","UVI","String Machines","$99.00","70s synth-orchestral string sounds!","no reviews","no reviews","0"
"Other Keys","Prominy","Electric Grand PCP-80","$49.00","The true sound of a Yamaha Electric Grand Piano CP-80","no reviews","no reviews","1"
"Guitars","MusicLab","RealGuitar 5","$199.00","Truly realistic sounding solo and accompaniment Guitars","no reviews","no reviews","0"
"Guitars","MusicLab","RealLPC 4","$139.00","Virtual, excellent Les Paul Guitar with 1250 MIDI-Pattern","no reviews","no reviews","0"
"Guitars","MusicLab","RealStrat 4","$139.00","Most popular Electric Guitar from the 50s till nowadays!","no reviews","no reviews","0"
"Guitars","Strezov Sampling","Distort 2","$129.00","Electric Guitar perfect for Movie and Trailer Composers","no reviews","no reviews","1"
"Guitars","Prominy","Hummingbird","$209.00","The true sound of Gibson 1963 Hummingbird","no reviews","no reviews","1"
"Guitars","MusicLab","RealEight","$139.00","Virtual 8-string Electric Guitar","2015","2015","0"
"Guitars","MusicLab","RealRick","$139.00","MusicLabs virtual Rickenbacker guitar, 6 and 12 string","2015","2014","0"
"Guitars","Vir2 (by Big Fish)","Acoustic Legends HD","$74.25","Extensive Anthology of Acoustic Guitar Legends","2008","2007","1"
